DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
21-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
21-Feb-20,UNGA,Unga Group Ltd,26.1,37,33.85,33.85,33.85,33.85,-,-,-,-
24-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
24-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
24-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.8,8.8,8.8,9.12,-0.32,3.51%,"3,300",-
24-Feb-20,EABL,East African Breweries Ltd,135,222.25,206,206,206,205.75,0.25,0.12%,"188,800",-
24-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.58,1.6,1.59,1.46,0.13,8.90%,800,-
24-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
24-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,33.85,-2.85,8.42%,"2,100",-
25-Feb-20,BOC,BOC Kenya Plc,53,72,64.75,64.75,64.75,64.75,-,-,-,-
25-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,-,-
25-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.8,8.8,8.8,-,-,"20,500",-
25-Feb-20,EABL,East African Breweries Ltd,135,222.25,202.75,206,203.25,206,-2.75,1.33%,"47,900",-
25-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.6,1.74,1.7,1.59,0.11,6.92%,"75,400",-
25-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
25-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
26-Feb-20,BOC,BOC Kenya Plc,53,72,64,64,64,64.75,-0.75,1.16%,200,-
26-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,490,490,490,490,-,-,500,-
26-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.6,8.52,8.8,-0.28,3.18%,"1,900",-
26-Feb-20,EABL,East African Breweries Ltd,135,222.25,200,202.5,201.5,203.25,-1.75,0.86%,"5,900",-
26-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.87,1.87,1.87,1.7,0.17,10.00%,100,-
26-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
26-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
27-Feb-20,BOC,BOC Kenya Plc,53,72,63.5,63.5,63.5,64,-0.5,0.78%,100,-
27-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,480,490,488,490,-2,0.41%,500,-
27-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,9.02,9.02,9.02,8.52,0.5,5.87%,500,-
27-Feb-20,EABL,East African Breweries Ltd,135,222.25,198,201,200,201.5,-1.5,0.74%,"254,100",-
27-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.7,1.8,1.7,1.87,-0.17,9.09%,"4,600",-
27-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
27-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
28-Feb-20,BOC,BOC Kenya Plc,53,72,63,63,63,63.5,-0.5,0.79%,900,-
28-Feb-20,BAT,British American Tobacco Kenya Plc,305,545,488,488,488,488,-,-,-,-
28-Feb-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,9.02,-0.52,5.76%,"33,000",-
28-Feb-20,EABL,East African Breweries Ltd,135,222.25,190,200,194.25,200,-5.75,2.88%,"293,600",-
28-Feb-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.6,1.7,1.61,1.7,-0.09,5.29%,"33,200",-
28-Feb-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
28-Feb-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
02-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
02-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,485,485,485,488,-3,0.61%,100,-
02-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.52,8.52,8.5,0.02,0.24%,"49,800",-
02-Mar-20,EABL,East African Breweries Ltd,135,222.25,190,195,195,194.25,0.75,0.39%,"68,900",-
02-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.53,1.77,1.73,1.61,0.12,7.45%,"3,400",-
02-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
02-Mar-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
03-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
03-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,485,485,485,485,-,-,200,-
03-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,8.52,0.48,5.63%,"1,800",-
03-Mar-20,EABL,East African Breweries Ltd,135,222.25,196,200,198,195,3,1.54%,"29,600",-
03-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.65,1.7,1.68,1.73,-0.05,2.89%,"11,000",-
03-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
03-Mar-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
04-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
04-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,484,484,484,485,-1,0.21%,100,-
04-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.66,8.66,8.66,9,-0.34,3.78%,"14,000",-
04-Mar-20,EABL,East African Breweries Ltd,135,222.25,200,202,201.25,198,3.25,1.64%,"3,300",-
04-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.55,1.65,1.56,1.68,-0.12,7.14%,"19,600",-
04-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
04-Mar-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,-,-
05-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,"2,600",-
05-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,480,483,481,484,-3,0.62%,300,-
05-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.66,8.6,8.66,-0.06,0.69%,"19,500",-
05-Mar-20,EABL,East African Breweries Ltd,135,222.25,202,202,202,201.25,0.75,0.37%,600,-
05-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.41,1.68,1.43,1.56,-0.13,8.33%,"34,600",-
05-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
05-Mar-20,UNGA,Unga Group Ltd,26.1,37,31,31,31,31,-,-,300,-
06-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
06-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,481,481,481,481,-,-,-,-
06-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.6,8.6,8.6,8.6,-,-,100,-
06-Mar-20,EABL,East African Breweries Ltd,135,222.25,201,210,207.75,202,5.75,2.85%,"522,200",-
06-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.29,1.45,1.32,1.43,-0.11,7.69%,"44,200",-
06-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
06-Mar-20,UNGA,Unga Group Ltd,26.1,37,32.5,32.5,32.5,31,1.5,4.84%,200,-
09-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,700,-
09-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,465,485,476,481,-5,1.04%,900,-
09-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.6,8.52,8.6,-0.08,0.93%,"8,400",-
09-Mar-20,EABL,East African Breweries Ltd,135,222.25,195,207.75,195.25,207.75,-12.5,6.02%,"514,200",-
09-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.29,1.44,1.43,1.32,0.11,8.33%,"107,800",-
09-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
09-Mar-20,UNGA,Unga Group Ltd,26.1,37,32.5,32.5,32.5,32.5,-,-,-,-
10-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
10-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,450,482.5,466,476,-10,2.10%,"3,600",-
10-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8,8.6,8.28,8.52,-0.24,2.82%,"217,000",-
10-Mar-20,EABL,East African Breweries Ltd,135,222.25,193,200,195.5,195.25,0.25,0.13%,"338,400",-
10-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.44,1.44,1.44,1.43,0.01,0.70%,300,-
10-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
10-Mar-20,UNGA,Unga Group Ltd,26.1,37,30,30,30,32.5,-2.5,7.69%,400,-
11-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
11-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,466,466,466,466,-,-,-,-
11-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8,8.6,8,8.28,-0.28,3.38%,"59,800",-
11-Mar-20,EABL,East African Breweries Ltd,135,222.25,197,200,198.5,195.5,3,1.53%,200,-
11-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.32,1.44,1.42,1.44,-0.02,1.39%,"9,200",-
11-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
11-Mar-20,UNGA,Unga Group Ltd,26.1,37,30,30,30,30,-,-,-,-
12-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
12-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,435,466,439.25,466,-26.75,5.74%,"5,600",-
12-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.8,8.16,7.9,8,-0.1,1.25%,"35,700",-
12-Mar-20,EABL,East African Breweries Ltd,135,222.25,187,197.25,192.25,198.5,-6.25,3.15%,"733,600",-
12-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.37,1.4,1.37,1.42,-0.05,3.52%,"16,100",-
12-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
12-Mar-20,UNGA,Unga Group Ltd,26.1,37,31,32.5,31.9,30,1.9,6.33%,500,-
13-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,100,-
13-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,395.5,466,401.5,439.25,-37.75,8.59%,"1,200",-
13-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.8,8,7.92,7.9,0.02,0.25%,"7,700",-
13-Mar-20,EABL,East African Breweries Ltd,135,222.25,185,190,185,192.25,-7.25,3.77%,"146,900",-
13-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.37,1.37,1.37,1.37,-,-,"10,100",-
13-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
13-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,31,30.3,31.9,-1.6,5.02%,"1,600",-
16-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
16-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,400,400,400,401.5,-1.5,0.37%,"3,400",-
16-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.9,8,7.98,7.92,0.06,0.76%,"2,600",-
16-Mar-20,EABL,East African Breweries Ltd,135,222.25,175,186,180.5,185,-4.5,2.43%,"419,700",-
16-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.24,1.5,1.37,1.37,-,-,"137,900",-
16-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
16-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,30.3,-1.3,4.29%,100,-
17-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
17-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,395,400,398.25,400,-1.75,0.44%,"1,600",-
17-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.9,8,7.92,7.98,-0.06,0.75%,"5,900",-
17-Mar-20,EABL,East African Breweries Ltd,135,222.25,171,180,175.25,180.5,-5.25,2.91%,"141,400",-
17-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.24,1.35,1.32,1.37,-0.05,3.65%,"11,000",-
17-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
17-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
18-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
18-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,395,395,395,398.25,-3.25,0.82%,"176,300",-
18-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.2,8,7.54,7.92,-0.38,4.80%,"37,900",-
18-Mar-20,EABL,East African Breweries Ltd,135,222.25,171,175.25,172.25,175.25,-3,1.71%,"133,000",-
18-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.2,1.45,1.22,1.32,-0.1,7.58%,"6,800",-
18-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
18-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
19-Mar-20,BOC,BOC Kenya Plc,53,72,57.5,57.5,57.5,63,-5.5,8.73%,"1,000",-
19-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,390,400,390,395,-5,1.27%,"15,000",-
19-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.5,7.9,7.52,7.54,-0.02,0.27%,"3,900",-
19-Mar-20,EABL,East African Breweries Ltd,135,222.25,158,170,160.5,172.25,-11.75,6.82%,"1,879,100",-
19-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.11,1.34,1.29,1.22,0.07,5.74%,"22,400",-
19-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
19-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
20-Mar-20,BOC,BOC Kenya Plc,53,72,57.5,57.5,57.5,57.5,-,-,-,-
20-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,385,395,385.5,390,-4.5,1.15%,"60,100",-
20-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.6,8,7.84,7.52,0.32,4.26%,"2,700",-
20-Mar-20,EABL,East African Breweries Ltd,135,222.25,159,170,159.25,160.5,-1.25,0.78%,"365,800",-
20-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.21,1.37,1.23,1.29,-0.06,4.65%,"6,300",-
20-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
20-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,900,-
23-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,57.5,5.5,9.57%,100,-
23-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,380,380,380,385.5,-5.5,1.43%,100,-
23-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.6,7.98,7.72,7.84,-0.12,1.53%,"6,200",-
23-Mar-20,EABL,East African Breweries Ltd,135,222.25,155,161,155.75,159.25,-3.5,2.20%,"17,600",-
23-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.11,1.34,1.16,1.23,-0.07,5.69%,"3,100",-
23-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
23-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
24-Mar-20,BOC,BOC Kenya Plc,53,72,63,63,63,63,-,-,-,-
24-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,375,380,378,380,-2,0.53%,500,-
24-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.5,7.96,7.72,7.72,-,-,"5,200",-
24-Mar-20,EABL,East African Breweries Ltd,135,222.25,143,156,147,155.75,-8.75,5.62%,"110,300",-
24-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.05,1.19,1.07,1.16,-0.09,7.76%,"80,600",-
24-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.5,12.5,12.5,12.5,-,-,-,-
24-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
25-Mar-20,BOC,BOC Kenya Plc,53,72,62,62,62,63,-1,1.59%,200,-
25-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,378,378,378,378,-,-,-,-
25-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.7,7.9,7.72,7.72,-,-,"12,600",-
25-Mar-20,EABL,East African Breweries Ltd,135,222.25,137.75,150,139.75,147,-7.25,4.93%,"870,800",-
25-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,0.97,1.17,1.02,1.07,-0.05,4.67%,"30,000",-
25-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.5,-0.25,2.00%,200,-
25-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
26-Mar-20,BOC,BOC Kenya Plc,53,72,62,62,62,62,-,-,200,-
26-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,360,370,364.5,378,-13.5,3.57%,"84,700",-
26-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,7.5,8.3,7.52,7.72,-0.2,2.59%,"84,600",-
26-Mar-20,EABL,East African Breweries Ltd,135,222.25,135,147,135.75,139.75,-4,2.86%,"1,285,100",-
26-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,0.92,1.12,0.99,1.02,-0.03,2.94%,"221,000",-
26-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
26-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,200,-
27-Mar-20,BOC,BOC Kenya Plc,53,72,62,62,62,62,-,-,-,-
27-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,364.5,-4.5,1.23%,200,-
27-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.2,8.26,8.2,7.52,0.68,9.04%,800,-
27-Mar-20,EABL,East African Breweries Ltd,135,222.25,135,145.5,135.25,135.75,-0.5,0.37%,"837,600",-
27-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,0.9,1.08,1.01,0.99,0.02,2.02%,"221,800",-
27-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
27-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,100,-
30-Mar-20,BOC,BOC Kenya Plc,53,72,62,62,62,62,-,-,-,-
30-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,"4,600",-
30-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.2,8.98,8.58,8.2,0.38,4.63%,400,-
30-Mar-20,EABL,East African Breweries Ltd,135,222.25,138,140,139,135.25,3.75,2.77%,"10,500",-
30-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1,1.11,1.06,1.01,0.05,4.95%,"29,100",-
30-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
30-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
31-Mar-20,BOC,BOC Kenya Plc,53,72,62,62,62,62,-,-,-,-
31-Mar-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,100,-
31-Mar-20,CARB,Carbacid Investments Plc,7.1,9.4,8.98,8.98,8.98,8.58,0.4,4.66%,600,-
31-Mar-20,EABL,East African Breweries Ltd,135,222.25,138,150,149.5,139,10.5,7.55%,"86,500",-
31-Mar-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.11,1.11,1.11,1.06,0.05,4.72%,"14,100",-
31-Mar-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
31-Mar-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
01-Apr-20,BOC,BOC Kenya Plc,53,72,62,62,62,62,-,-,-,-
01-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,370,380,378.25,360,18.25,5.07%,600,-
01-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.98,-0.48,5.35%,"3,700",-
01-Apr-20,EABL,East African Breweries Ltd,135,222.25,149,150,149.25,149.5,-0.25,0.17%,"168,000",-
01-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1,1.21,1.05,1.11,-0.06,5.41%,"297,700",-
01-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
01-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
02-Apr-20,BOC,BOC Kenya Plc,53,72,60,62.75,61.75,62,-0.25,0.40%,"6,200",-
02-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,378.25,378.25,378.25,378.25,-,-,-,-
02-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.5,-,-,"14,900",-
02-Apr-20,EABL,East African Breweries Ltd,135,222.25,149,156,149,149.25,-0.25,0.17%,"318,500",-
02-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.05,1.05,1.05,1.05,-,-,-,-
02-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
02-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
03-Apr-20,BOC,BOC Kenya Plc,53,72,62.75,62.75,62.75,61.75,1,1.62%,600,-
03-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,370,365,378.25,-13.25,3.50%,200,-
03-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.5,8.5,8.5,8.5,-,-,"1,000",-
03-Apr-20,EABL,East African Breweries Ltd,135,222.25,153.5,159.25,155.25,149,6.25,4.19%,"280,500",-
03-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.15,1.15,1.15,1.05,0.1,9.52%,"20,100",-
03-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
03-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
06-Apr-20,BOC,BOC Kenya Plc,53,72,62.75,62.75,62.75,62.75,-,-,-,-
06-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,365,360,365,-5,1.37%,"12,900",-
06-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.98,8.98,8.98,8.5,0.48,5.65%,400,-
06-Apr-20,EABL,East African Breweries Ltd,135,222.25,155,158,156,155.25,0.75,0.48%,"153,100",-
06-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.14,1.15,1.15,1.15,-,-,"22,000",-
06-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
06-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,-,-
07-Apr-20,BOC,BOC Kenya Plc,53,72,63,68,63.25,62.75,0.5,0.80%,"2,100",-
07-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,-,-
07-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,8.98,9.14,9,8.98,0.02,0.22%,"1,100",-
07-Apr-20,EABL,East African Breweries Ltd,135,222.25,145.75,156,146.5,156,-9.5,6.09%,"160,100",-
07-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.15,1.15,1.15,1.15,-,-,100,-
07-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
07-Apr-20,UNGA,Unga Group Ltd,26.1,37,29,29,29,29,-,-,"1,200",-
08-Apr-20,BOC,BOC Kenya Plc,53,72,60,60,60,63.25,-3.25,5.14%,400,-
08-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,-,-
08-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,"1,700",-
08-Apr-20,EABL,East African Breweries Ltd,135,222.25,146,150,146.5,146.5,-,-,"55,800",-
08-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.05,1.14,1.08,1.15,-0.07,6.09%,"39,200",-
08-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
08-Apr-20,UNGA,Unga Group Ltd,26.1,37,26.1,26.1,26.1,29,-2.9,10.00%,300,-
09-Apr-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
09-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,355.5,360,360,360,-,-,"6,100",-
09-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9,9,9,-,-,500,-
09-Apr-20,EABL,East African Breweries Ltd,135,222.25,145,150,145,146.5,-1.5,1.02%,"169,800",-
09-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.03,1.14,1.05,1.08,-0.03,2.78%,"61,400",-
09-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
09-Apr-20,UNGA,Unga Group Ltd,26.1,37,26.1,26.1,26.1,26.1,-,-,-,-
14-Apr-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
14-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,"5,400",-
14-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,9,9.1,9.04,9,0.04,0.44%,900,-
14-Apr-20,EABL,East African Breweries Ltd,135,222.25,143.25,155,152.75,145,7.75,5.34%,"653,800",-
14-Apr-20,FTGH,Flame Tree Group Holdings Ltd,0.76,3,1.1,1.15,1.14,1.05,0.09,8.57%,"105,400",-
14-Apr-20,ORCH,Kenya Orchards Ltd,12.25,12.6,12.25,12.25,12.25,12.25,-,-,-,-
14-Apr-20,UNGA,Unga Group Ltd,26.1,37,26.1,26.5,26.4,26.1,0.3,1.15%,700,-
15-Apr-20,BOC,BOC Kenya Plc,53,72,60,60,60,60,-,-,-,-
15-Apr-20,BAT,British American Tobacco Kenya Plc,305,545,360,360,360,360,-,-,"11,000",-
15-Apr-20,CARB,Carbacid Investments Plc,7.1,9.4,9.04,9.04,9.04,9.04,-,-,500,-
