DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
25-Feb-20,CIC,CIC Insurance Group Ltd,2,3.65,2.62,2.79,2.65,2.69,-0.04,1.49%,"31,400",-
25-Feb-20,JUB,Jubilee Holdings Ltd,225,380.5,353,353,353,353,-,-,-,-
25-Feb-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.7,3,2.78,3,-0.22,7.33%,"1,717,900",-
25-Feb-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9,9.5,9.08,9.5,-0.42,4.42%,"2,400",-
25-Feb-20,SLAM,Sanlam Kenya Plc,12.8,20,16.7,16.7,16.7,16.7,-,-,-,-
26-Feb-20,BRIT,Britam Holdings Plc,5.7,10.65,7.1,7.5,7.38,7.44,-0.06,0.81%,"42,800",-
26-Feb-20,CIC,CIC Insurance Group Ltd,2,3.65,2.69,2.8,2.69,2.65,0.04,1.51%,"14,700",-
26-Feb-20,JUB,Jubilee Holdings Ltd,225,380,350,350,350,353,-3,0.85%,100,-
26-Feb-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.8,2.99,2.92,2.78,0.14,5.04%,"24,300",-
26-Feb-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.02,9.02,9.02,9.08,-0.06,0.66%,"1,300",-
26-Feb-20,SLAM,Sanlam Kenya Plc,12.8,20,16.7,16.7,16.7,16.7,-,-,200,-
27-Feb-20,BRIT,Britam Holdings Plc,5.7,10.65,7.2,7.4,7.3,7.38,-0.08,1.08%,"44,500",-
27-Feb-20,CIC,CIC Insurance Group Ltd,2,3.65,2.65,2.7,2.7,2.69,0.01,0.37%,"168,600",-
27-Feb-20,JUB,Jubilee Holdings Ltd,225,380,340,340,340,350,-10,2.86%,200,-
27-Feb-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.7,2.99,2.91,2.92,-0.01,0.34%,"420,100",-
27-Feb-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9,9.08,9,9.02,-0.02,0.22%,"7,900",-
27-Feb-20,SLAM,Sanlam Kenya Plc,12.8,20,16.8,18,17,16.7,0.3,1.80%,"1,700",-
28-Feb-20,BRIT,Britam Holdings Plc,5.7,10.65,7.22,7.5,7.34,7.3,0.04,0.55%,"23,800",-
28-Feb-20,CIC,CIC Insurance Group Ltd,2,3.65,2.57,2.7,2.63,2.7,-0.07,2.59%,"49,100",-
28-Feb-20,JUB,Jubilee Holdings Ltd,225,380.5,335,340,338,340,-2,0.59%,"3,100",-
28-Feb-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.7,2.98,2.8,2.91,-0.11,3.78%,"58,000",-
28-Feb-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9,9.5,9.12,9,0.12,1.33%,400,-
28-Feb-20,SLAM,Sanlam Kenya Plc,12.8,20,17,17,17,17,-,-,-,-
02-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.12,7.4,7.22,7.34,-0.12,1.63%,"20,900",-
02-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.43,2.7,2.46,2.63,-0.17,6.46%,"65,000",-
02-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,338,338,338,338,-,-,-,-
02-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.75,2.92,2.85,2.8,0.05,1.79%,"27,800",-
02-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9,9,9,9.12,-0.12,1.32%,"5,000",-
02-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,18,18,18,17,1,5.88%,100,-
03-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.1,7.5,7.42,7.22,0.2,2.77%,"46,400",-
03-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.4,2.55,2.44,2.46,-0.02,0.81%,"138,300",-
03-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,340,340,340,338,2,0.59%,100,-
03-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.7,2.88,2.8,2.85,-0.05,1.75%,"72,900",-
03-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9,9.5,9.16,9,0.16,1.78%,"12,700",-
03-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,18,18,18,18,-,-,-,-
04-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.36,7.9,7.48,7.42,0.06,0.81%,"351,200",-
04-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.42,2.55,2.49,2.44,0.05,2.05%,"70,700",-
04-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,335.5,336,335.75,340,-4.25,1.25%,200,-
04-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.7,2.88,2.84,2.8,0.04,1.43%,"204,700",-
04-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.5,9.16,8.52,9.16,-0.64,6.99%,"10,300",-
04-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,17,17.5,17.05,18,-0.95,5.28%,"11,100",-
05-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.4,7.9,7.8,7.48,0.32,4.28%,"97,500",-
05-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.42,2.5,2.47,2.49,-0.02,0.80%,"59,300",-
05-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,335.5,335.5,335.5,335.75,-0.25,0.07%,900,-
05-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.56,2.88,2.65,2.84,-0.19,6.69%,"469,500",-
05-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.9,9,8.18,8.52,-0.34,3.99%,"11,000",-
05-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15.4,17.5,15.8,17.05,-1.25,7.33%,"2,100",-
06-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.32,7.8,7.38,7.8,-0.42,5.38%,"15,600",-
06-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.4,2.7,2.55,2.47,0.08,3.24%,"154,600",-
06-Mar-20,JUB,Jubilee Holdings Ltd,225,380,335.5,335.5,335.5,335.5,-,-,-,-
06-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.65,2.75,2.66,2.65,0.01,0.38%,"1,134,600",-
06-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.5,7.9,7.52,8.18,-0.66,8.07%,"4,900",-
06-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,17,17.05,17,15.8,1.2,7.59%,"6,900",-
09-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.14,7.9,7.3,7.38,-0.08,1.08%,"98,500",-
09-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.4,2.6,2.45,2.55,-0.1,3.92%,"83,700",-
09-Mar-20,JUB,Jubilee Holdings Ltd,225,381,340,340,340,335.5,4.5,1.34%,"2,000",-
09-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,2.82,2.63,2.66,-0.03,1.13%,"173,000",-
09-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,7.52,7.52,7.52,7.52,-,-,-,-
09-Mar-20,SLAM,Sanlam Kenya Plc,13,20,17.05,17.05,17.05,17,0.05,0.29%,200,-
10-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.2,7.9,7.24,7.3,-0.06,0.82%,"62,000",-
10-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.4,2.5,2.43,2.45,-0.02,0.82%,"63,700",-
10-Mar-20,JUB,Jubilee Holdings Ltd,225,380,334,335,335,340,-5,1.47%,"27,200",-
10-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.5,2.85,2.56,2.63,-0.07,2.66%,"3,206,700",-
10-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,6.8,8,6.88,7.52,-0.64,8.51%,"34,700",-
10-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,17,17,17,17.05,-0.05,0.29%,"1,400",-
11-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7.2,7.6,7.26,7.24,0.02,0.28%,"68,900",-
11-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.5,2.4,2.43,-0.03,1.23%,"310,500",-
11-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,335,335,335,335,-,-,-,-
11-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.63,2.8,2.72,2.56,0.16,6.25%,"79,400",-
11-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,6.88,6.88,6.88,6.88,-,-,-,-
11-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,17,17,17,17,-,-,"1,700",-
12-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,7,7.4,7.24,7.26,-0.02,0.28%,"174,900",-
12-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.5,2.42,2.4,0.02,0.83%,"63,300",-
12-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,335,335,335,335,-,-,-,-
12-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.45,2.7,2.49,2.72,-0.23,8.46%,"5,011,100",-
12-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.02,7.02,7.02,6.88,0.14,2.03%,"10,200",-
12-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15.5,15.5,15.5,17,-1.5,8.82%,"3,700",-
13-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.52,7.2,6.8,7.24,-0.44,6.08%,"18,200",-
13-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.25,2.6,2.33,2.42,-0.09,3.72%,"46,600",-
13-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,302,303,302.5,335,-32.5,9.70%,200,-
13-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.25,2.5,2.43,2.49,-0.06,2.41%,"62,200",-
13-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7,7.7,7.64,7.02,0.62,8.83%,"11,000",-
13-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,13.95,13.95,13.95,15.5,-1.55,10.00%,"1,000",-
16-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.8,7,6.82,6.8,0.02,0.29%,"14,100",-
16-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.56,2.33,2.33,-,-,"60,400",-
16-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,303,303,303,302.5,0.5,0.17%,100,-
16-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.19,2.4,2.24,2.43,-0.19,7.82%,"179,300",-
16-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.4,8.26,7.5,7.64,-0.14,1.83%,"5,900",-
16-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15.3,15.3,15.3,13.95,1.35,9.68%,"2,600",-
17-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.14,6.98,6.52,6.82,-0.3,4.40%,"59,500",-
17-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.22,2.33,2.28,2.33,-0.05,2.15%,"33,200",-
17-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,303,303,303,303,-,-,-,-
17-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.44,2.29,2.24,0.05,2.23%,"188,900",-
17-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.5,8,7.52,7.5,0.02,0.27%,"3,400",-
17-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15.3,15.3,15.3,15.3,-,-,100,-
18-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.6,6.98,6.66,6.52,0.14,2.15%,"40,900",-
18-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.4,2.31,2.28,0.03,1.32%,"150,500",-
18-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,303,303,303,303,-,-,-,-
18-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.44,2.29,2.29,-,-,"161,300",-
18-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8,8,8,7.52,0.48,6.38%,"2,900",-
18-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15.5,15.3,15.3,-,-,"12,000",-
19-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.28,6.7,6.58,6.66,-0.08,1.20%,"49,800",-
19-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.21,2.5,2.28,2.31,-0.03,1.30%,"73,000",-
19-Mar-20,JUB,Jubilee Holdings Ltd,225,381,303,303,303,303,-,-,-,-
19-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.29,2.35,2.33,2.29,0.04,1.75%,"55,100",-
19-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8,8.2,8.18,8,0.18,2.25%,"14,000",-
19-Mar-20,SLAM,Sanlam Kenya Plc,13,20,13.8,14,13.85,15.3,-1.45,9.48%,"2,300",-
20-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.6,6.9,6.76,6.58,0.18,2.74%,"10,000",-
20-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.28,2.4,2.3,2.28,0.02,0.88%,"104,800",-
20-Mar-20,JUB,Jubilee Holdings Ltd,225,381,296,296,296,303,-7,2.31%,100,-
20-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.25,2.35,2.32,2.33,-0.01,0.43%,"1,083,100",-
20-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.2,8.2,8.2,8.18,0.02,0.24%,600,-
20-Mar-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,13.85,1.15,8.30%,500,-
23-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.28,6.92,6.56,6.76,-0.2,2.96%,"48,900",-
23-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.08,2.5,2.16,2.3,-0.14,6.09%,"80,700",-
23-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,275,275,275,296,-21,7.09%,"1,200",-
23-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.35,2.22,2.32,-0.1,4.31%,"67,200",-
23-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.2,8.2,8.2,8.2,-,-,"4,500",-
23-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,15,-,-,"1,000",-
24-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6,6.48,6.12,6.56,-0.44,6.71%,"19,100",-
24-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2,2.2,2.07,2.16,-0.09,4.17%,"46,400",-
24-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,250,250,250,275,-25,9.09%,100,-
24-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.1,2.35,2.19,2.22,-0.03,1.35%,"124,100",-
24-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8,8.48,8.12,8.2,-0.08,0.98%,"4,000",-
24-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,15,-,-,400,-
25-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,5.7,6.1,6,6.12,-0.12,1.96%,"37,400",-
25-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2,2.1,2.04,2.07,-0.03,1.45%,"89,100",-
25-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,250,250,250,250,-,-,"1,100",-
25-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.19,2.2,2.2,2.19,0.01,0.46%,"95,600",-
25-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.8,8.7,7.9,8.12,-0.22,2.71%,900,-
25-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,14.9,14.9,14.9,15,-0.1,0.67%,"15,000",-
26-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6,6.5,6.28,6,0.28,4.67%,"26,600",-
26-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2,2.2,2.12,2.04,0.08,3.92%,"128,200",-
26-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,250,250,250,250,-,-,700,-
26-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.4,2.24,2.2,0.04,1.82%,"373,600",-
26-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,7.9,8.5,8.44,7.9,0.54,6.84%,"1,700",-
26-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15,16,15.1,14.9,0.2,1.34%,"1,100",-
27-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.4,6.5,6.48,6.28,0.2,3.18%,"128,000",-
27-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.2,2.3,2.29,2.12,0.17,8.02%,"262,700",-
27-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,250,250.25,250,250,-,-,"8,200",-
27-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.4,2.23,2.24,-0.01,0.45%,"1,346,300",-
27-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.44,8.44,8.44,8.44,-,-,-,-
27-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,13.8,14.05,13.85,15.1,-1.25,8.28%,"81,500",-
30-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,6.5,6.5,6.48,0.02,0.31%,"20,300",-
30-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.33,2.19,2.29,-0.1,4.37%,"67,800",-
30-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,250,250,250,250,-,-,-,-
30-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.3,2.45,2.39,2.23,0.16,7.17%,"96,500",-
30-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.44,8.48,8.44,8.44,-,-,400,-
30-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,13.9,13.9,13.9,13.85,0.05,0.36%,200,-
31-Mar-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,6.52,6.5,6.5,-,-,"72,200",-
31-Mar-20,CIC,CIC Insurance Group Ltd,2,3.65,2.2,2.3,2.2,2.19,0.01,0.46%,"39,300",-
31-Mar-20,JUB,Jubilee Holdings Ltd,225,380.5,265,270,266.75,250,16.75,6.70%,900,-
31-Mar-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.2,2.4,2.36,2.39,-0.03,1.26%,"87,900",-
31-Mar-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.44,8.44,8.44,8.44,-,-,"3,700",-
31-Mar-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,13.9,1.1,7.91%,"1,400",-
01-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,6.68,6.52,6.5,0.02,0.31%,"2,400",-
01-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.29,2.3,2.3,2.2,0.1,4.55%,"11,100",-
01-Apr-20,JUB,Jubilee Holdings Ltd,225,381,275,275,275,266.75,8.25,3.09%,500,-
01-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.38,2.59,2.53,2.36,0.17,7.20%,"219,100",-
01-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.5,9,8.76,8.44,0.32,3.79%,200,-
01-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
02-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,6.7,6.56,6.52,0.04,0.61%,"13,500",-
02-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.3,2.35,2.3,2.3,-,-,"137,600",-
02-Apr-20,JUB,Jubilee Holdings Ltd,225,380.5,275,275,275,275,-,-,"1,000",-
02-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,2.78,2.77,2.53,0.24,9.49%,"2,300",-
02-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.48,8.48,8.48,8.76,-0.28,3.20%,"3,200",-
02-Apr-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,15,-,-,-,-
03-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.5,7.1,6.96,6.56,0.4,6.10%,"132,300",-
03-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.2,2.3,2.29,2.3,-0.01,0.43%,"140,700",-
03-Apr-20,JUB,Jubilee Holdings Ltd,225,381,275,275,275,275,-,-,-,-
03-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,3,2.78,2.77,0.01,0.36%,"155,500",-
03-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.48,8.48,8.48,8.48,-,-,"2,000",-
03-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
06-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,7.02,7.6,7.38,6.96,0.42,6.03%,"56,400",-
06-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.25,2.32,2.27,2.29,-0.02,0.87%,"32,400",-
06-Apr-20,JUB,Jubilee Holdings Ltd,225,381,280,282,280.25,275,5.25,1.91%,600,-
06-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.51,2.8,2.72,2.78,-0.06,2.16%,"72,200",-
06-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.46,8.46,8.46,8.48,-0.02,0.24%,"4,000",-
06-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,15,-,-,-,-
07-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,7,7.5,7.12,7.38,-0.26,3.52%,"48,900",-
07-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.3,2.28,2.27,0.01,0.44%,"111,500",-
07-Apr-20,JUB,Jubilee Holdings Ltd,225,381,282,283,282.25,280.25,2,0.71%,"1,200",-
07-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.6,2.85,2.67,2.72,-0.05,1.84%,"350,600",-
07-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.44,8.48,8.46,8.46,-,-,"2,200",-
07-Apr-20,SLAM,Sanlam Kenya Plc,13,20,16.4,16.4,16.4,15,1.4,9.33%,100,-
08-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,7,7.12,7.1,7.12,-0.02,0.28%,"31,000",-
08-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.08,2.48,2.11,2.28,-0.17,7.46%,"157,800",-
08-Apr-20,JUB,Jubilee Holdings Ltd,225,381,282.25,282.25,282.25,282.25,-,-,-,-
08-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.45,2.67,2.54,2.67,-0.13,4.87%,"301,800",-
08-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.46,8.46,8.46,8.46,-,-,"4,800",-
08-Apr-20,SLAM,Sanlam Kenya Plc,13,20,16.4,16.4,16.4,16.4,-,-,-,-
09-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.98,7.2,7,7.1,-0.1,1.41%,"25,900",-
09-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.11,2.31,2.26,2.11,0.15,7.11%,"50,600",-
09-Apr-20,JUB,Jubilee Holdings Ltd,225,381,261,281.5,274.75,282.25,-7.5,2.66%,300,-
09-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.65,2.75,2.66,2.54,0.12,4.72%,"21,300",-
09-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,8.46,8.46,8.46,8.46,-,-,-,-
09-Apr-20,SLAM,Sanlam Kenya Plc,13,20,15,15,15,16.4,-1.4,8.54%,"3,400",-
14-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.8,7.44,7.24,7,0.24,3.43%,"9,100",-
14-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.45,2.14,2.26,-0.12,5.31%,"22,400",-
14-Apr-20,JUB,Jubilee Holdings Ltd,225,380.5,275,281.5,277.25,274.75,2.5,0.91%,300,-
14-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.55,2.8,2.65,2.66,-0.01,0.38%,"26,700",-
14-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.4,8.4,8.4,8.46,-0.06,0.71%,200,-
14-Apr-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,15,-,-,-,-
15-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.6,7.4,6.78,7.24,-0.46,6.35%,"15,600",-
15-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.3,2.13,2.14,-0.01,0.47%,"69,600",-
15-Apr-20,JUB,Jubilee Holdings Ltd,225,381,277,277,277,277.25,-0.25,0.09%,200,-
15-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.55,2.7,2.57,2.65,-0.08,3.02%,"129,900",-
15-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,7.6,7.6,7.6,8.4,-0.8,9.52%,"9,000",-
15-Apr-20,SLAM,Sanlam Kenya Plc,13,20,13.9,13.9,13.9,15,-1.1,7.33%,100,-
16-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.56,7.42,6.66,6.78,-0.12,1.77%,"42,700",-
16-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.12,2.3,2.13,2.13,-,-,"87,000",-
16-Apr-20,JUB,Jubilee Holdings Ltd,225,380.5,275,280,277.5,277,0.5,0.18%,500,-
16-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.4,2.6,2.41,2.57,-0.16,6.23%,"287,600",-
16-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.34,8.34,8.34,7.6,0.74,9.74%,300,-
16-Apr-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,13.9,1.1,7.91%,100,-
17-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.52,7,6.7,6.66,0.04,0.60%,"11,800",-
17-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.1,2.3,2.16,2.13,0.03,1.41%,"14,400",-
17-Apr-20,JUB,Jubilee Holdings Ltd,225,380.5,280,282,281.5,277.5,4,1.44%,"1,000",-
17-Apr-20,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,2.5,2.58,2.53,2.41,0.12,4.98%,"25,200",-
17-Apr-20,LBTY,Liberty Kenya Holdings Ltd,6.8,11,8.36,8.36,8.36,8.34,0.02,0.24%,200,-
17-Apr-20,SLAM,Sanlam Kenya Plc,12.8,20,15,15,15,15,-,-,-,-
20-Apr-20,BRIT,Britam Holdings Plc,5.7,10.65,6.7,7,6.9,6.7,0.2,2.99%,"246,000",-
20-Apr-20,CIC,CIC Insurance Group Ltd,2,3.65,2.2,2.3,2.3,2.16,0.14,6.48%,"27,000",-
20-Apr-20,JUB,Jubilee Holdings Ltd,225,380.5,278,281,280.25,281.5,-1.25,0.44%,"1,100",-
