DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust
22-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.05,4.2,4.06,4.08,-0.02,0.49%,"56,900",-
22-Feb-19,JUB,Jubilee Holdings Ltd,225,380,426,426,426,429.5,-3.5,0.81%,"23,500",-
22-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.1,15.6,14.3,14.25,0.05,0.35%,"6,500",3.58
22-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,12.2,11.2,11.2,-,-,"6,100",-
22-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,23.25,23.95,23.25,22.35,0.9,4.03%,"45,400",-
25-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,9.98,9.74,9.7,0.04,0.41%,"22,600",-
25-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.02,4.21,4.13,4.06,0.07,1.72%,"99,500",-
25-Feb-19,JUB,Jubilee Holdings Ltd,225,380,426,426,426,426,-,-,100,-
25-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,15.45,14.1,14.3,-0.2,1.40%,"28,100",3.53
25-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.2,11.2,11.2,11.2,-,-,"1,200",-
25-Feb-19,SLAM,Sanlam Kenya Plc,12.8,19.55,23.25,23.95,23.25,23.25,-,-,"10,500",-
26-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,10,9.72,9.74,-0.02,0.21%,"33,500",-
26-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.13,4.12,4.13,-0.01,0.24%,"59,800",-
26-Feb-19,JUB,Jubilee Holdings Ltd,225,380,430,430,430,426,4,0.94%,"7,300",-
26-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.3,14.95,14.5,14.1,0.4,2.84%,"14,800",3.63
26-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.25,11.25,11.25,11.2,0.05,0.45%,200,-
26-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,23,23.5,23.25,23.25,-,-,600,-
27-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.8,9.56,9.72,-0.16,1.65%,"17,700",-
27-Feb-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.4,4.12,4.12,-,-,"165,100",-
27-Feb-19,JUB,Jubilee Holdings Ltd,225,380,429.75,430,429.75,430,-0.25,0.06%,"1,600",-
27-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14.1,14.8,14.35,14.5,-0.15,1.03%,"2,900",3.59
27-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11.3,11.3,11.3,11.25,0.05,0.44%,"10,000",-
27-Feb-19,SLAM,Sanlam Kenya Plc,12.8,20,23,23.5,23.05,23.25,-0.2,0.86%,"2,200",-
28-Feb-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.9,9.6,9.56,0.04,0.42%,"254,400",-
28-Feb-19,CIC,CIC Insurance Group Ltd,2,3.85,4.05,4.2,4.12,4.12,-,-,"70,000",-
28-Feb-19,JUB,Jubilee Holdings Ltd,240,400,425,425,425,429.75,-4.75,1.11%,"1,200",-
28-Feb-19,KNRE,Kenya Re-Insurance Corporation Ltd,2.1,4.36,13.6,14.8,13.95,14.35,-0.4,2.79%,"12,000",3.49
28-Feb-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,11.2,11.3,11.25,11.3,-0.05,0.44%,"15,100",-
28-Feb-19,SLAM,Sanlam Kenya Plc,13.5,20.5,23.5,23.5,23.5,23.05,0.45,1.95%,100,-
01-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.72,10,9.78,9.6,0.18,1.88%,"20,500",-
01-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.31,4.05,4.12,-0.07,1.70%,"88,800",-
01-Mar-19,JUB,Jubilee Holdings Ltd,225,380.5,420,424.75,421,425,-4,0.94%,"15,400",-
01-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.7,14.35,13.7,13.95,-0.25,1.79%,"2,669,300",3.43
01-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.8,11.05,11,11.25,-0.25,2.22%,"2,700",-
01-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,23.5,23.5,23.5,23.5,-,-,-,-
04-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,9.8,9.7,9.78,-0.08,0.82%,"223,900",-
04-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.2,4.01,4.05,-0.04,0.99%,"91,200",-
04-Mar-19,JUB,Jubilee Holdings Ltd,225,380,425,425,425,421,4,0.95%,"2,300",-
04-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.6,14.35,13.8,13.7,0.1,0.73%,"674,500",3.45
04-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,11,11,11,11,-,-,"10,900",-
04-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,23.5,23.5,23.5,23.5,-,-,-,-
05-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.8,9.7,0.1,1.03%,"28,000",-
05-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.2,4.03,4.01,0.02,0.50%,"88,300",-
05-Mar-19,JUB,Jubilee Holdings Ltd,225,381,420,425,420.75,425,-4.25,1.00%,"10,900",-
05-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.3,13.95,13.8,0.15,1.09%,"46,100",3.49
05-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,10.75,11,10.8,11,-0.2,1.82%,"10,500",-
05-Mar-19,SLAM,Sanlam Kenya Plc,13,20,22.05,22.5,22.3,23.5,-1.2,5.11%,500,-
06-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.5,9.8,-0.3,3.06%,"370,300",-
06-Mar-19,CIC,CIC Insurance Group Ltd,2,3.85,4.1,4.2,4.11,4.03,0.08,1.99%,"48,300",-
06-Mar-19,JUB,Jubilee Holdings Ltd,240,400,420,420,420,420.75,-0.75,0.18%,100,-
06-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2.1,4.36,13.7,14.35,13.75,13.95,-0.2,1.43%,"5,700",3.44
06-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,10.05,10.75,10.5,10.8,-0.3,2.78%,"3,700",-
06-Mar-19,SLAM,Sanlam Kenya Plc,13.5,20.5,21,21.5,21.1,22.3,-1.2,5.38%,"2,500",-
07-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,9.98,9.56,9.5,0.06,0.63%,"34,800",-
07-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.2,4.02,4.11,-0.09,2.19%,"82,200",-
07-Mar-19,JUB,Jubilee Holdings Ltd,225,380,420,420,420,420,-,-,600,-
07-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.7,14,14,13.75,0.25,1.82%,"305,000",3.5
07-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.05,10.05,10.05,10.5,-0.45,4.29%,200,-
07-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.5,21.1,21.1,21.1,21.1,-,-,-,-
08-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.5,10,9.58,9.56,0.02,0.21%,"116,700",-
08-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.2,4.07,4.02,0.05,1.24%,"4,800",-
08-Mar-19,JUB,Jubilee Holdings Ltd,225,380,420,420,420,420,-,-,"16,400",-
08-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14,13.85,14,-0.15,1.07%,"47,700",3.46
08-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.5,10.5,10.5,10.05,0.45,4.48%,300,-
08-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.5,20,21.1,20.35,21.1,-0.75,3.55%,"4,500",-
11-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.72,9.38,9.58,-0.2,2.09%,"8,200",-
11-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.2,4.03,4.07,-0.04,0.98%,"25,300",-
11-Mar-19,JUB,Jubilee Holdings Ltd,225,380,420,420,420,420,-,-,100,-
11-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.35,14.25,13.85,0.4,2.89%,"108,100",3.56
11-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.05,10.5,10.1,10.5,-0.4,3.81%,"20,500",-
11-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21,21,21,20.35,0.65,3.19%,"4,700",-
12-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.6,9.7,9.64,9.38,0.26,2.77%,"11,000",-
12-Mar-19,CIC,CIC Insurance Group Ltd,2,3.85,4,4.04,4.02,4.03,-0.01,0.25%,"23,200",-
12-Mar-19,JUB,Jubilee Holdings Ltd,240,400,420,420,420,420,-,-,-,-
12-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2.1,4.36,13.85,14.5,13.95,14.25,-0.3,2.11%,"8,600",3.49
12-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,10.1,10.5,10.25,10.1,0.15,1.49%,"2,300",-
12-Mar-19,SLAM,Sanlam Kenya Plc,13.5,20.5,21,21,21,21,-,-,-,-
13-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.38,10,9.52,9.64,-0.12,1.24%,"281,300",-
13-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.2,4,4.02,-0.02,0.50%,"73,500",-
13-Mar-19,JUB,Jubilee Holdings Ltd,225,380,380,380,380,420,-40,9.52%,100,-
13-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,14,14.25,14,13.95,0.05,0.36%,"14,100",3.5
13-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.05,10.5,10.05,10.25,-0.2,1.95%,"3,400",-
13-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.55,21,21,21,21,-,-,-,-
14-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9,9.4,9.12,9.52,-0.4,4.20%,"20,600",-
14-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.08,4.01,4,0.01,0.25%,"37,800",-
14-Mar-19,JUB,Jubilee Holdings Ltd,225,380.5,380,418,408.5,380,28.5,7.50%,400,-
14-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14,13.8,14,-0.2,1.43%,"26,200",3.45
14-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.05,10.5,10.25,10.05,0.2,1.99%,"2,600",-
14-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21,21,21,21,-,-,400,-
15-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9,9.5,9.2,9.12,0.08,0.88%,"36,800",-
15-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4.08,4.2,4.12,4.01,0.11,2.74%,"65,500",-
15-Mar-19,JUB,Jubilee Holdings Ltd,225,380,408.5,408.5,408.5,408.5,-,-,-,-
15-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.8,14.5,13.9,13.8,0.1,0.72%,"35,900",3.48
15-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.1,10.5,10.15,10.25,-0.1,0.98%,700,-
15-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.55,21,21,21,21,-,-,-,-
18-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.1,9.2,9.12,9.2,-0.08,0.87%,"17,600",-
18-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4.1,4.2,4.17,4.12,0.05,1.21%,"67,200",-
18-Mar-19,JUB,Jubilee Holdings Ltd,225,380,407.5,408,407.75,408.5,-0.75,0.18%,"1,400",-
18-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,13.55,14.5,13.8,13.9,-0.1,0.72%,"24,500",3.45
18-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.65,10.65,10.65,10.15,0.5,4.93%,800,-
18-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.5,21,21,21,21,-,-,-,-
19-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.12,9.98,9.56,9.12,0.44,4.82%,"8,200",-
19-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4.05,4.15,4.1,4.17,-0.07,1.68%,"67,200",-
19-Mar-19,JUB,Jubilee Holdings Ltd,225,380,407.75,407.75,407.75,407.75,-,-,-,-
19-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,12.45,13.55,12.5,13.8,-1.3,9.42%,"5,029,700",3.13
19-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.65,10.65,10.65,10.65,-,-,"18,800",-
19-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.5,21,21,21,21,-,-,"13,900",-
20-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.98,9.48,9.56,-0.08,0.84%,"8,600",-
20-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4.05,4.17,4.06,4.1,-0.04,0.98%,"22,300",-
20-Mar-19,JUB,Jubilee Holdings Ltd,225,380,407.75,407.75,407.75,407.75,-,-,-,-
20-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.5,13.5,12.2,12.5,-0.3,2.40%,"536,600",3.05
20-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10,10.5,10.1,10.65,-0.55,5.16%,"7,500",-
20-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21,21,21,21,-,-,"10,000",-
21-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.24,9.6,9.32,9.48,-0.16,1.69%,"52,600",-
21-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,4,4.1,4.01,4.06,-0.05,1.23%,"269,300",-
21-Mar-19,JUB,Jubilee Holdings Ltd,225,380,408,420,419.5,407.75,11.75,2.88%,"10,600",-
21-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,13.4,11,12.2,-1.2,9.84%,"8,008,100",2.75
21-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.05,10.5,10.4,10.1,0.3,2.97%,"5,100",-
21-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21.5,22,21.5,21,0.5,2.38%,"10,100",-
22-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.2,9.94,9.38,9.32,0.06,0.64%,"4,700",-
22-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.1,3.96,4.01,-0.05,1.25%,"200,200",-
22-Mar-19,JUB,Jubilee Holdings Ltd,225,380,419.5,419.5,419.5,419.5,-,-,-,-
22-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.8,12.1,12,11,1,9.09%,"11,500",3
22-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,10.1,10.1,10.1,10.4,-0.3,2.88%,"5,200",-
22-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.55,21.5,21.5,21.5,21.5,-,-,-,-
25-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,8.74,9.5,9.24,9.38,-0.14,1.49%,"44,600",-
25-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.99,4.05,4.01,3.96,0.05,1.26%,"239,000",-
25-Mar-19,JUB,Jubilee Holdings Ltd,225,380,419.5,420,419.75,419.5,0.25,0.06%,"1,600",-
25-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.8,12.9,11.9,12,-0.1,0.83%,"14,000",2.98
25-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,10.05,10.1,10.05,10.1,-0.05,0.50%,"1,300",-
25-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.5,21,22,21.15,21.5,-0.35,1.63%,"1,300",-
26-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9,9.46,9.04,9.24,-0.2,2.16%,"21,000",-
26-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.1,3.94,4.01,-0.07,1.75%,"87,200",-
26-Mar-19,JUB,Jubilee Holdings Ltd,225,380.5,423,425,424.75,419.75,5,1.19%,"1,800",-
26-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.8,12.45,12.1,11.9,0.2,1.68%,"52,000",3.03
26-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.8,10.05,10,10.05,-0.05,0.50%,"15,700",-
26-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21,21.15,21.05,21.15,-0.1,0.47%,300,-
27-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.06,9.2,9.1,9.04,0.06,0.66%,"19,200",-
27-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4,3.93,3.94,-0.01,0.25%,"127,600",-
27-Mar-19,JUB,Jubilee Holdings Ltd,225,380,424.75,424.75,424.75,424.75,-,-,-,-
27-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.5,12.05,11.7,12.1,-0.4,3.31%,"124,200",2.93
27-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.7,10,9.94,10,-0.06,0.60%,"3,100",-
27-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21.05,21.05,21.05,21.05,-,-,100,-
28-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9.06,9.2,9.12,9.1,0.02,0.22%,"33,000",-
28-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.6,3.98,3.87,3.93,-0.06,1.53%,"120,200",-
28-Mar-19,JUB,Jubilee Holdings Ltd,225,380,409,430,412,424.75,-12.75,3.00%,"1,200",-
28-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.5,12.25,11.5,11.7,-0.2,1.71%,"85,100",2.88
28-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.96,10,9.96,9.94,0.02,0.20%,600,-
28-Mar-19,SLAM,Sanlam Kenya Plc,12.8,19.55,21.05,21.05,21.05,21.05,-,-,-,-
29-Mar-19,BRIT,Britam Holdings Plc,5.7,10.65,9,9.2,9.02,9.12,-0.1,1.10%,"30,600",-
29-Mar-19,CIC,CIC Insurance Group Ltd,2,3.65,3.87,4,3.91,3.87,0.04,1.03%,"57,900",-
29-Mar-19,JUB,Jubilee Holdings Ltd,225,380.5,408,409,408.75,412,-3.25,0.79%,"4,300",-
29-Mar-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,12,11,11.5,-0.5,4.35%,"2,503,200",2.75
29-Mar-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.7,9.96,9.78,9.96,-0.18,1.81%,300,-
29-Mar-19,SLAM,Sanlam Kenya Plc,12.8,20,21.05,21.05,21.05,21.05,-,-,-,-
01-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,9,9.1,9,9.02,-0.02,0.22%,"37,600",-
01-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.9,4.1,3.92,3.91,0.01,0.26%,"29,800",-
01-Apr-19,JUB,Jubilee Holdings Ltd,225,380.5,407.75,407.75,407.75,408.75,-1,0.24%,"2,000",-
01-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,11.4,11,11,-,-,"6,100",2.75
01-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.7,10,9.86,9.78,0.08,0.82%,"2,400",-
01-Apr-19,SLAM,Sanlam Kenya Plc,12.8,20,21.05,21.05,21.05,21.05,-,-,-,-
02-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.74,9,8.74,9,-0.26,2.89%,"171,400",-
02-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.8,3.9,3.83,3.92,-0.09,2.30%,"155,800",-
02-Apr-19,JUB,Jubilee Holdings Ltd,225,380,407.75,407.75,407.75,407.75,-,-,-,-
02-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.05,12,11.5,11,0.5,4.55%,"3,700",2.88
02-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.7,10,9.78,9.86,-0.08,0.81%,"10,400",-
02-Apr-19,SLAM,Sanlam Kenya Plc,12.8,20,21.05,21.05,21.05,21.05,-,-,-,-
03-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.5,8.8,8.64,8.74,-0.1,1.14%,"68,300",-
03-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.8,4,3.9,3.83,0.07,1.83%,"82,600",-
03-Apr-19,JUB,Jubilee Holdings Ltd,225,380,407.75,407.75,407.75,407.75,-,-,-,-
03-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.4,11.9,11.5,11.5,-,-,"61,100",2.88
03-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.8,10,9.9,9.78,0.12,1.23%,"2,400",-
03-Apr-19,SLAM,Sanlam Kenya Plc,12.8,20,21.05,21.05,21.05,21.05,-,-,-,-
04-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.5,9.44,8.54,8.64,-0.1,1.16%,"33,300",-
04-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.8,3.95,3.82,3.9,-0.08,2.05%,"27,900",-
04-Apr-19,JUB,Jubilee Holdings Ltd,225,380,408,408,408,407.75,0.25,0.06%,"1,800",-
04-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.15,11.6,11.3,11.5,-0.2,1.74%,"7,800",2.83
04-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,9.8,10.8,9.94,9.9,0.04,0.40%,"3,500",-
04-Apr-19,SLAM,Sanlam Kenya Plc,12.8,19.5,20,20,20,21.05,-1.05,4.99%,600,-
05-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.5,8.98,8.72,8.54,0.18,2.11%,"22,500",-
05-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.8,3.9,3.89,3.82,0.07,1.83%,"6,700",-
05-Apr-19,JUB,Jubilee Holdings Ltd,225,380,407,407,407,408,-1,0.25%,"7,000",-
05-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.3,11.5,11.35,11.3,0.05,0.44%,"8,800",2.84
05-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.78,9.8,9.8,9.94,-0.14,1.41%,800,-
05-Apr-19,SLAM,Sanlam Kenya Plc,12.8,19.55,19.5,20,19.75,20,-0.25,1.25%,200,-
08-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.3,8.66,8.48,8.72,-0.24,2.75%,"17,600",-
08-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.6,4,3.65,3.89,-0.24,6.17%,"99,700",-
08-Apr-19,JUB,Jubilee Holdings Ltd,225,381,408,408,408,407,1,0.25%,"3,100",-
08-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.3,11.5,11.35,11.35,-,-,"84,300",2.84
08-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,9.5,9.94,9.52,9.8,-0.28,2.86%,"7,900",-
08-Apr-19,SLAM,Sanlam Kenya Plc,13,20,19.75,19.75,19.75,19.75,-,-,-,-
09-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.3,8.6,8.48,8.48,-,-,"71,700",-
09-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.6,3.8,3.63,3.65,-0.02,0.55%,"184,300",-
09-Apr-19,JUB,Jubilee Holdings Ltd,225,380,400,408,404,408,-4,0.98%,200,-
09-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,11.35,11.15,11.35,-0.2,1.76%,"249,700",2.79
09-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,10.95,9.5,9.8,9.52,9.52,-,-,"5,700",-
09-Apr-19,SLAM,Sanlam Kenya Plc,12.8,19.5,19.5,19.5,19.5,19.75,-0.25,1.27%,"2,800",-
10-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.36,8.5,8.48,8.48,-,-,"15,900",-
10-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.6,3.8,3.65,3.63,0.02,0.55%,"119,500",-
10-Apr-19,JUB,Jubilee Holdings Ltd,225,380.5,404,404,404,404,-,-,-,-
10-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11.1,11.35,11.3,11.15,0.15,1.35%,"11,800",2.83
10-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.5,9.8,9.5,9.52,-0.02,0.21%,"23,200",-
10-Apr-19,SLAM,Sanlam Kenya Plc,12.8,20,19.5,19.5,19.5,19.5,-,-,-,-
11-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.48,8.5,8.5,8.48,0.02,0.24%,"198,800",-
11-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.6,3.75,3.63,3.65,-0.02,0.55%,"126,700",-
11-Apr-19,JUB,Jubilee Holdings Ltd,225,380,404,404,404,404,-,-,200,-
11-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,11.35,11.1,11.3,-0.2,1.77%,"34,600",2.78
11-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.5,9.6,9.6,9.5,0.1,1.05%,"4,400",-
11-Apr-19,SLAM,Sanlam Kenya Plc,12.8,20,19,19,19,19.5,-0.5,2.56%,300,-
12-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.48,8.52,8.5,8.5,-,-,"19,300",-
12-Apr-19,CIC,CIC Insurance Group Ltd,2,3.7,3.65,3.75,3.7,3.63,0.07,1.93%,"17,800",-
12-Apr-19,JUB,Jubilee Holdings Ltd,240,400,404,404,404,404,-,-,-,-
12-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,11.3,11,11.1,-0.1,0.90%,"22,300",2.75
12-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11.2,9.5,9.8,9.66,9.6,0.06,0.63%,"13,300",-
12-Apr-19,SLAM,Sanlam Kenya Plc,13.5,20.5,19,19,19,19,-,-,400,-
15-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.2,8.5,8.36,8.5,-0.14,1.65%,"69,600",-
15-Apr-19,CIC,CIC Insurance Group Ltd,2,3.65,3.64,3.75,3.68,3.7,-0.02,0.54%,"202,000",-
15-Apr-19,JUB,Jubilee Holdings Ltd,225,380,404,404,404,404,-,-,-,-
15-Apr-19,KNRE,Kenya Re-Insurance Corporation Ltd,2,4.36,11,11.35,11.1,11,0.1,0.91%,"70,800",2.78
15-Apr-19,LBTY,Liberty Kenya Holdings Ltd,6.8,11,9.6,9.6,9.6,9.66,-0.06,0.62%,"2,400",-
15-Apr-19,SLAM,Sanlam Kenya Plc,12.8,19.55,19.3,19.3,19.3,19,0.3,1.58%,"1,000",-
16-Apr-19,BRIT,Britam Holdings Plc,5.7,10.65,8.2,8.7,8.5,8.36,0.14,1.67%,"187,400",-
